FIPS,School District Name,County Names,State,LEA,SchoolDigger Number of Stars Elementary,SchoolDigger Number of Stars High,SchoolDigger Number of Stars Middle,SchoolDigger Rank Elementary,SchoolDigger Rank High,SchoolDigger Rank Middle,SchoolDigger Rank Of Elementary,SchoolDigger Rank Of High,SchoolDigger Rank Of Middle,Number of All students,% White students,% Black students,% Asian students,% Hispanic students,% American Indian/Alaska Native students,% Hawaiian Native/Pacific Islander students,% students with Two or More Races,Total Student membership/Full-Time-Equvalent teachers,Number of Charter schools,% Students Receiving Free or DisNumbered Lunch,Number of Magnet schools,Number of Virtual schools
2912540,Fredericktown R-I School District,Perry County,Missouri,12540,3,1,3,503,321,271,1039,419,555,1921,95.2,0.6,0.3,1.6,0,0.1,2.2,13.825,0,0,0,0
2912540,Fredericktown R-I School District,St. Francois County,Missouri,12540,3,1,3,503,321,271,1039,419,555,1921,95.2,0.6,0.3,1.6,0,0.1,2.2,13.825,0,0,0,0
2913650,Hannibal 60 School District,Marion County,Missouri,13650,3,2,3,432.2,282,224,1039,419,555,3393,83.9,8.5,0.4,2.2,0.1,0.1,4.7,13.54285714,0,0,0,0
2913650,Hannibal 60 School District,Ralls County,Missouri,13650,3,2,3,432.2,282,224,1039,419,555,3393,83.9,8.5,0.4,2.2,0.1,0.1,4.7,13.54285714,0,0,0,0
2914430,Hillsboro R-III School District,Jefferson County,Missouri,14430,3,2,3,344,255,190,1039,419,555,3427,95.8,0.6,0.2,1.9,0.3,0.1,1.1,13.96666667,0,0,0,0
2917970,Lathrop R-II School District,Caldwell County,Missouri,17970,3,2,3,487,246,266,1039,419,555,960,94.4,1.3,0.4,2.5,1.1,0.2,0.1,13.3,0,0,0,0
2917970,Lathrop R-II School District,Clinton County,Missouri,17970,3,2,3,487,246,266,1039,419,555,960,94.4,1.3,0.4,2.5,1.1,0.2,0.1,13.3,0,0,0,0
2929520,Stockton R-I School District,Cedar County,Missouri,29520,3,2,3,399,238,191,1039,419,555,928,95,0.6,0.2,1.7,0.2,0.2,1.9,11.7,0,0,0,0
2929520,Stockton R-I School District,Dade County,Missouri,29520,3,2,3,399,238,191,1039,419,555,928,95,0.6,0.2,1.7,0.2,0.2,1.9,11.7,0,0,0,0
2929700,Sturgeon R-V School District,Audrain County,Missouri,29700,3,1,3,421,339,173,1039,419,555,447,93.7,0.9,0.2,0.9,0,0.4,3.8,11.16666667,0,0,0,0
2929700,Sturgeon R-V School District,Boone County,Missouri,29700,3,1,3,421,339,173,1039,419,555,447,93.7,0.9,0.2,0.9,0,0.4,3.8,11.16666667,0,0,0,0
2929700,Sturgeon R-V School District,Randolph County,Missouri,29700,3,1,3,421,339,173,1039,419,555,447,93.7,0.9,0.2,0.9,0,0.4,3.8,11.16666667,0,0,0,0
3100012,Callaway Public Schools,Custer County,Nebraska,12,3,4,3,212,52,94,452,217,247,222,93.2,1.8,0,3.6,0,0.9,0.5,9.65,0,0,0,0
3100012,Callaway Public Schools,Dawson County,Nebraska,12,3,4,3,212,52,94,452,217,247,222,93.2,1.8,0,3.6,0,0.9,0.5,9.65,0,0,0,0
3171100,Gothenburg Public Schools,Custer County,Nebraska,71100,3,3,3,219,97,124,452,217,247,914,92.5,1.1,0.2,4.9,0.3,0.2,0.8,16.8,0,0,0,0
3171100,Gothenburg Public Schools,Dawson County,Nebraska,71100,3,3,3,219,97,124,452,217,247,914,92.5,1.1,0.2,4.9,0.3,0.2,0.8,16.8,0,0,0,0
3171100,Gothenburg Public Schools,Lincoln County,Nebraska,71100,3,3,3,219,97,124,452,217,247,914,92.5,1.1,0.2,4.9,0.3,0.2,0.8,16.8,0,0,0,0
3178520,Wayne Community Schools,Cedar County,Nebraska,78520,3,4,3,161,48,122,452,217,247,923,80.5,1.7,0.3,14.6,0.8,0.2,1.8,20.6,0,0,0,0
3178520,Wayne Community Schools,Dixon County,Nebraska,78520,3,4,3,161,48,122,452,217,247,923,80.5,1.7,0.3,14.6,0.8,0.2,1.8,20.6,0,0,0,0
3178520,Wayne Community Schools,Wayne County,Nebraska,78520,3,4,3,161,48,122,452,217,247,923,80.5,1.7,0.3,14.6,0.8,0.2,1.8,20.6,0,0,0,0
3303240,Goffstown School District,Hillsborough County,New Hampshire,3240,3,4,3,83.5,18,52,233,71,128,2798,91,1.2,1.4,2.8,0.4,0.1,3,16.02,0,0,0,0
3904603,Eastern Local School District,Adams County,Ohio,4603,3,2,3,740,470,409,1676,836,1050,1294,96.8,0.5,0.2,0.7,0,0.2,1.7,20.525,0,0,0,0
3904603,Eastern Local School District,Brown County,Ohio,4603,3,2,3,740,470,409,1676,836,1050,1294,96.8,0.5,0.2,0.7,0,0.2,1.7,20.525,0,0,0,0
3904603,Eastern Local School District,Highland County,Ohio,4603,3,2,3,740,470,409,1676,836,1050,1294,96.8,0.5,0.2,0.7,0,0.2,1.7,20.525,0,0,0,0
3904623,Greenon Local School District,Clark County,Ohio,4623,3,2,3,826,587,511,1676,836,1050,1541,91.8,0.8,0.8,2.8,0.1,0.1,3.6,19.425,0,0,0,0
3904920,James A. Garfield Local School District,Portage County,Ohio,4920,3,4,3,746,138,509,1676,836,1050,1415,98,0.4,0.1,0.5,0,0.1,0.8,18.1,0,0,0,0
3905024,LaBrae Local School District,Trumbull County,Ohio,5024,3,3,3,765,302,388,1676,836,1050,1111,87.9,4.1,0.5,1.3,0.2,0.2,5.9,14.3,0,0,0,0
3904469,Reading Community City School District,Hamilton County,Ohio,4469,3,2,3,777.5,526,431,1676,836,1050,1585,81.5,9,0.6,3.3,0.1,0.1,5.4,16.675,0,0,0,0
3904844,River Valley Local School District,Marion County,Ohio,4844,3,4,3,670,199,334,1676,836,1050,1941,90.8,1.7,1.3,1.5,0.2,0.1,4.5,20.475,0,0,0,0
3904844,River Valley Local School District,Morrow County,Ohio,4844,3,4,3,670,199,334,1676,836,1050,1941,90.8,1.7,1.3,1.5,0.2,0.1,4.5,20.475,0,0,0,0
3904804,Southwest Licking Local School District,Fairfield County,Ohio,4804,3,4,3,627,136,324,1676,836,1050,4080,87.3,2.8,1.5,2.8,0.2,0,5.4,19.71666667,0,0,0,0
3904804,Southwest Licking Local School District,Licking County,Ohio,4804,3,4,3,627,136,324,1676,836,1050,4080,87.3,2.8,1.5,2.8,0.2,0,5.4,19.71666667,0,0,0,0
3904747,Vanlue Local School District,Hancock County,Ohio,4747,3,4,3,532,245,450,1676,836,1050,212,92.5,1.4,0,3.8,0,0.9,1.4,13.95,0,0,0,0
3904747,Vanlue Local School District,Seneca County,Ohio,4747,3,4,3,532,245,450,1676,836,1050,212,92.5,1.4,0,3.8,0,0.9,1.4,13.95,0,0,0,0
3904747,Vanlue Local School District,Wyandot County,Ohio,4747,3,4,3,532,245,450,1676,836,1050,212,92.5,1.4,0,3.8,0,0.9,1.4,13.95,0,0,0,0
3904690,Walnut Township Local School District,Fairfield County,Ohio,4690,3,3,3,557,385,379,1676,836,1050,539,95.2,1.7,0,0.6,0,0.4,2.2,17.45,0,0,0,0
4204740,Cambria Heights School District,Cambria County,Pennsylvania,4740,3,3,3,658,244,299,1536,688,884,1339,97.8,0.2,0,0.5,0.1,0.1,1.3,12.8,0,0,0,0
4207680,Dover Area School District,York County,Pennsylvania,7680,3,3,3,658,249,346,1536,688,884,3508,85.1,4,0.5,6.8,0.1,0.1,3.4,14.8,0,0,0,0
4209270,Ephrata Area School District,Lancaster County,Pennsylvania,9270,3,4,3,627.25,158,296,1536,688,884,4147,82,2.9,2.8,9.3,0.2,0,2.7,15.65,0,0,0,0
4212030,Hopewell Area School District,Beaver County,Pennsylvania,12030,3,2,3,602.6666667,363,388,1536,688,884,2057,90.1,3.8,0.6,1.7,0,0.1,3.6,13.92,0,0,0,0
4210115,North Star School District,Somerset County,Pennsylvania,10115,3,3,3,565,284,391,1536,688,884,1121,97,0.6,0,0.4,0,0.2,1.8,12.63333333,0,0,0,0
4666930,Spearfish School District 40-2,Butte County,South Dakota,66930,3,2,3,94,81,71,204,138,147,2388,87.5,0.8,1,5.1,3.1,0.1,2.5,13.6125,0,0,0,0
4666930,Spearfish School District 40-2,Lawrence County,South Dakota,66930,3,2,3,94,81,71,204,138,147,2388,87.5,0.8,1,5.1,3.1,0.1,2.5,13.6125,0,0,0,0
4676620,Watertown School District 14-4,Codington County,South Dakota,76620,3,4,3,82.6,41,48,204,138,147,3975,87.7,0.6,1,3.7,3.9,0.1,3.1,15.675,0,0,0,0
4676620,Watertown School District 14-4,Deuel County,South Dakota,76620,3,4,3,82.6,41,48,204,138,147,3975,87.7,0.6,1,3.7,3.9,0.1,3.1,15.675,0,0,0,0
4676620,Watertown School District 14-4,Grant County,South Dakota,76620,3,4,3,82.6,41,48,204,138,147,3975,87.7,0.6,1,3.7,3.9,0.1,3.1,15.675,0,0,0,0
4676620,Watertown School District 14-4,Hamlin County,South Dakota,76620,3,4,3,82.6,41,48,204,138,147,3975,87.7,0.6,1,3.7,3.9,0.1,3.1,15.675,0,0,0,0
4700060,Alcoa City School District,Blount County,Tennessee,60,3,4,3,423,49,176,985,342,574,2047,63.7,14.4,1,12,0.1,0.1,8.7,17.425,0,0,0,0
4703300,Oneida Special School District,Scott County,Tennessee,3300,3,4,3,406,76,250,985,342,574,1284,97.7,0.3,0.7,0.6,0,0.2,0.5,15,0,0,0,0
4807950,Alpine Independent School District,Brewster County,Texas,7950,3,4,3,2194,251,873,4421,1839,2122,1094,33.1,1.1,1.9,61.9,0.2,0.2,1.6,12.33333333,0,0,0,0
4816080,Cushing Independent School District,Nacogdoches County,Texas,16080,3,2,3,1437,921,950,4421,1839,2122,558,73.1,7,0.5,13.3,0.9,0.4,4.8,14,0,0,0,0
4816080,Cushing Independent School District,Rusk County,Texas,16080,3,2,3,1437,921,950,4421,1839,2122,558,73.1,7,0.5,13.3,0.9,0.4,4.8,14,0,0,0,0
4822320,Hamshire-Fannett Independent School District,Jefferson County,Texas,22320,3,3,3,1544,823,939,4421,1839,2122,1931,70.9,7.5,2,17.3,0.7,0.1,1.5,14.75,0,0,0,0
4823850,Hughes Springs Independent School District,Cass County,Texas,23850,3,4,3,2054,286,923,4421,1839,2122,1271,74,11.4,0.5,10.9,0.2,0.2,2.9,12.76666667,0,0,0,0
4823850,Hughes Springs Independent School District,Morris County,Texas,23850,3,4,3,2054,286,923,4421,1839,2122,1271,74,11.4,0.5,10.9,0.2,0.2,2.9,12.76666667,0,0,0,0
4824210,Ingram Independent School District,Kerr County,Texas,24210,3,3,3,2185,847,996,4421,1839,2122,1107,51.3,0.7,0.4,45.3,0,0.2,2.1,13.8,0,0,0,0
4828020,Lone Oak Independent School District,Hunt County,Texas,28020,3,3,3,1414,754,781,4421,1839,2122,1046,84.6,2.3,0.6,9.8,0.5,0.2,2,11.86666667,0,0,0,0
4828020,Lone Oak Independent School District,Rains County,Texas,28020,3,3,3,1414,754,781,4421,1839,2122,1046,84.6,2.3,0.6,9.8,0.5,0.2,2,11.86666667,0,0,0,0
4839630,Sealy Independent School District,Austin County,Texas,39630,3,3,3,2182,808,926,4421,1839,2122,2832,38.3,8.6,0.7,49.6,0.1,0.1,2.6,13.85,0,0,0,0
4840410,Skidmore-Tynan Independent School District,Bee County,Texas,40410,3,3,3,2118,756,693,4421,1839,2122,837,28,1,0.7,68.8,0.6,0.2,0.7,13.46666667,0,0,0,0
4840410,Skidmore-Tynan Independent School District,San Patricio County,Texas,40410,3,3,3,2118,756,693,4421,1839,2122,837,28,1,0.7,68.8,0.6,0.2,0.7,13.46666667,0,0,0,0
4843350,Tuloso-Midway Independent School District,Nueces County,Texas,43350,3,2,3,1728,1089,859,4421,1839,2122,3888,18.5,1.1,0.3,79.2,0.1,0.1,0.7,12.04,0,0,0,0
5102460,Mecklenburg County Public Schools,Mecklenburg County,Virginia,2460,3,1.5,3,423.5,259,161.5,1102,327,421,4338,46.9,43.2,0.5,5,0.1,0,4.3,13.35,0,0,0,0
5102610,New Kent County Public Schools,New Kent County,Virginia,2610,3,4,3,387.5,90,198,1102,327,421,3244,77.3,9.7,1,5.2,1.1,0.1,5.6,15.7,0,0,0,0
5305370,East Valley School District (Yakima),Yakima County,Washington,5370,3,2,3,460.3333333,289,195,1126,414,516,3244,46.4,0.8,0.9,48.7,0.6,0.1,2.6,17.9,0,0,0,0
5603770,Johnson County School District 1,Johnson County,Wyoming,3770,3,3.5,3,65.5,27.5,32.5,153,77,76,1289,90.8,0.8,0.2,3.3,1.5,0.2,3.3,10.96,0,0,0,0
5604380,Park County School District 16,Park County,Wyoming,4380,3,4,3,50,23,36,153,77,76,128,89.1,1.6,0,4.7,3.1,1.6,0,8.2,0,0,0,0
507320,Harmony Grove School District,Saline County,Arkansas,7320,4,4,3,117.5,85,133,488,282,319,1292,92.6,1.3,0.4,3.8,0.4,0.1,1.5,14.675,0,0,0,0
806600,Big Sandy School District 100J,Elbert County,Colorado,6600,4,3,5,243,147,34,965,411,458,323,85.4,0,0,9.6,1.2,0.3,3.4,12.03333333,0,0,0,0
806600,Big Sandy School District 100J,El Paso County,Colorado,6600,4,3,5,243,147,34,965,411,458,323,85.4,0,0,9.6,1.2,0.3,3.4,12.03333333,0,0,0,0
803600,Eaton School District RE-2,Weld County,Colorado,3600,4,3,3,177.5,133,169,965,411,458,1912,72.5,0.5,0.5,24.4,0.2,0.1,1.9,16.16,0,0,0,0
1304470,Schley County School District,Schley County,Georgia,4470,4,3,3,219,139,179,1234,435,551,1320,77,16.1,1.4,3.9,0.1,0.1,1.4,15.55,0,0,0,0
1705820,Bement Community Unit School District 5,Champaign County,Illinois,5820,4,2,3,521,456,457,2100,702,1380,312,89.4,3.8,0,1.3,0.6,0.3,4.5,12.56666667,0,0,0,0
1705820,Bement Community Unit School District 5,Piatt County,Illinois,5820,4,2,3,521,456,457,2100,702,1380,312,89.4,3.8,0,1.3,0.6,0.3,4.5,12.56666667,0,0,0,0
1722530,Lena-Winslow Community Unit School District 202,Jo Daviess County,Illinois,22530,4,4,5,561,201,127,2100,702,1380,829,93.5,2.3,0.1,3.7,0,0.1,0.2,13.63333333,0,0,0,0
1722530,Lena-Winslow Community Unit School District 202,Stephenson County,Illinois,22530,4,4,5,561,201,127,2100,702,1380,829,93.5,2.3,0.1,3.7,0,0.1,0.2,13.63333333,0,0,0,0
1723200,Lisle Community Unit School District 202,DuPage County,Illinois,23200,4,5,3,388,40,435,2100,702,1380,1443,63.4,8.1,6.4,13.1,0.1,0.1,8.7,12.625,0,0,0,0
1803000,East Washington School Corporation,Washington County,Indiana,3000,4,1,2,277,284,280,1031,389,470,1427,93.1,0.9,0.2,3.1,0.2,0.1,2.5,16.53333333,0,0,0,0
1805280,Kankakee Valley School Corporation,Jasper County,Indiana,5280,4,2,3,208,210,177,1031,389,470,3392,87.3,0.4,0.6,10.5,0.2,0,1,16.46,0,0,0,0
1810980,Springs Valley Community School Corporation,Orange County,Indiana,10980,4,4,2,251,74,289,1031,389,470,858,86.5,3,0.2,4,0.3,0.1,5.8,14.55,0,0,0,0
1811400,Tipton Community School Corporation,Tipton County,Indiana,11400,4,2,2,262,233,245,1031,389,470,1547,91.4,0.7,0.6,4.3,0.2,0.1,2.7,14.63333333,0,0,0,0
1811430,Tri-County School Corporation,Benton County,Indiana,11430,4,4,3,231,80,154,1031,389,470,731,91.8,1.2,0.7,5.1,0.1,0.1,1,14,0,0,0,0
1811430,Tri-County School Corporation,Jasper County,Indiana,11430,4,4,3,231,80,154,1031,389,470,731,91.8,1.2,0.7,5.1,0.1,0.1,1,14,0,0,0,0
1811430,Tri-County School Corporation,White County,Indiana,11430,4,4,3,231,80,154,1031,389,470,731,91.8,1.2,0.7,5.1,0.1,0.1,1,14,0,0,0,0
1904320,Battle Creek-Ida Grove Community School District,Crawford County,Iowa,4320,4,3,,89,141,,567,320,,630,94.8,0.8,0,2.9,0.2,0.2,1.3,12.65,0,0,0,0
1904320,Battle Creek-Ida Grove Community School District,Ida County,Iowa,4320,4,3,,89,141,,567,320,,630,94.8,0.8,0,2.9,0.2,0.2,1.3,12.65,0,0,0,0
1904320,Battle Creek-Ida Grove Community School District,Woodbury County,Iowa,4320,4,3,,89,141,,567,320,,630,94.8,0.8,0,2.9,0.2,0.2,1.3,12.65,0,0,0,0
1914370,Humboldt Community School District,Humboldt County,Iowa,14370,4,4,3,60,84,130,567,320,318,1434,84.9,1,0.8,10.5,0,0.1,2.6,16.725,0,0,0,0
1914370,Humboldt Community School District,Webster County,Iowa,14370,4,4,3,60,84,130,567,320,318,1434,84.9,1,0.8,10.5,0,0.1,2.6,16.725,0,0,0,0
1914370,Humboldt Community School District,Wright County,Iowa,14370,4,4,3,60,84,130,567,320,318,1434,84.9,1,0.8,10.5,0,0.1,2.6,16.725,0,0,0,0
1920040,Mount Vernon Community School District,Johnson County,Iowa,20040,4,5,5,62,25,17,567,320,318,1403,92.5,0.9,0.7,2.5,0.1,0.1,3.3,14.9,0,0,0,0
1920040,Mount Vernon Community School District,Jones County,Iowa,20040,4,5,5,62,25,17,567,320,318,1403,92.5,0.9,0.7,2.5,0.1,0.1,3.3,14.9,0,0,0,0
1920040,Mount Vernon Community School District,Linn County,Iowa,20040,4,5,5,62,25,17,567,320,318,1403,92.5,0.9,0.7,2.5,0.1,0.1,3.3,14.9,0,0,0,0
1921000,North Tama County Community School District,Tama County,Iowa,21000,4,5,2,154,6,221,567,320,318,458,91.3,0.4,0.2,3.5,0,0.2,4.4,12.45,0,0,0,0
1929010,Van Meter Community School District,Dallas County,Iowa,29010,4,5,,77,29,,567,320,,829,95.1,0.6,0.5,2.7,0.5,0.1,0.6,11.5,0,0,0,0
1929010,Van Meter Community School District,Madison County,Iowa,29010,4,5,,77,29,,567,320,,829,95.1,0.6,0.5,2.7,0.5,0.1,0.6,11.5,0,0,0,0
2004260,Burlingame Public School Unified School District 4,Osage County,Kansas,4260,4,1,2,79,268,231,667,325,368,299,97,1.7,0,0.7,0,0.3,0.3,11.7,0,0,0,0
2000014,Central Heights Unified School District 288,Franklin County,Kansas,14,4,5,3,120,24,130,667,325,368,562,92.7,0.9,0.5,3.2,0.4,0.2,2.1,10.95,0,0,0,0
2007110,Herington Unified School District 487,Dickinson County,Kansas,7110,4,1,1,96,263,306,667,325,368,492,83.1,1.6,1.2,7.3,1,0.2,5.5,15.2,0,0,0,0
2007110,Herington Unified School District 487,Morris County,Kansas,7110,4,1,1,96,263,306,667,325,368,492,83.1,1.6,1.2,7.3,1,0.2,5.5,15.2,0,0,0,0
2007680,Ingalls Unified School District 477,Gray County,Kansas,7680,4,5,0,124,17,337,667,325,368,246,77.6,0.4,0.4,18.7,0,0.4,2.4,12,0,0,0,0
2007680,Ingalls Unified School District 477,Haskell County,Kansas,7680,4,5,0,124,17,337,667,325,368,246,77.6,0.4,0.4,18.7,0,0.4,2.4,12,0,0,0,0
2010290,Osborne County Unified School District 392,Osborne County,Kansas,10290,4,3,5,127,148,18,667,325,368,279,97.5,1.4,0.4,0.4,0,0.4,0,10.25,0,0,0,0
2010290,Osborne County Unified School District 392,Rooks County,Kansas,10290,4,3,5,127,148,18,667,325,368,279,97.5,1.4,0.4,0.4,0,0.4,0,10.25,0,0,0,0
2010290,Osborne County Unified School District 392,Smith County,Kansas,10290,4,3,5,127,148,18,667,325,368,279,97.5,1.4,0.4,0.4,0,0.4,0,10.25,0,0,0,0
2000346,Thunder Ridge Unified School District 110,Phillips County,Kansas,346,4,1,3,159,276,114,667,325,368,201,80.1,3,1,6,4.5,0.5,5,9.3,0,0,0,0
2000346,Thunder Ridge Unified School District 110,Smith County,Kansas,346,4,1,3,159,276,114,667,325,368,201,80.1,3,1,6,4.5,0.5,5,9.3,0,0,0,0
2103060,Johnson County School District,Johnson County,Kentucky,3060,4,2,3,161.8,160,127,696,282,332,3609,97.8,0.2,0.4,0.7,0.1,0,0.7,14.675,0,0,0,0
2629370,Ravenna Public Schools,Muskegon County,Michigan,29370,4,1,2,409,474,432,1407,666,791,1044,88.7,1.1,0.3,7.7,0.5,0.1,1.6,16,0,0,0,0
2629370,Ravenna Public Schools,Ottawa County,Michigan,29370,4,1,2,409,474,432,1407,666,791,1044,88.7,1.1,0.3,7.7,0.5,0.1,1.6,16,0,0,0,0
2706060,Braham Public School District,Chisago County,Minnesota,6060,4,4,2,245,117,285,859,492,530,738,93.1,0.4,0.5,2.7,0,0.1,3.1,15.85,0,0,0,0
2706060,Braham Public School District,Isanti County,Minnesota,6060,4,4,2,245,117,285,859,492,530,738,93.1,0.4,0.5,2.7,0,0.1,3.1,15.85,0,0,0,0
2706060,Braham Public School District,Kanabec County,Minnesota,6060,4,4,2,245,117,285,859,492,530,738,93.1,0.4,0.5,2.7,0,0.1,3.1,15.85,0,0,0,0
2706060,Braham Public School District,Pine County,Minnesota,6060,4,4,2,245,117,285,859,492,530,738,93.1,0.4,0.5,2.7,0,0.1,3.1,15.85,0,0,0,0
2717910,Lanesboro Public School District,Fillmore County,Minnesota,17910,4,4,2,191,124,330,859,492,530,357,96.9,0.6,0.8,1.1,0,0.3,0.3,13.4,0,0,0,0
2732250,Roseau Public School District,Marshall County,Minnesota,32250,4,3,3,174,230,211,859,492,530,1179,93.7,1,0.4,1.4,0.8,0.1,2.5,15.4,0,0,0,0
2732250,Roseau Public School District,Roseau County,Minnesota,32250,4,3,3,174,230,211,859,492,530,1179,93.7,1,0.4,1.4,0.8,0.1,2.5,15.4,0,0,0,0
2801170,Columbia School District,Marion County,Mississippi,1170,4,3,2,111,96,150,397,233,264,1664,48.7,47.1,0.8,2,0.1,0.1,1.2,15.875,0,0,0,0
2803660,Pontotoc County Schools,Pontotoc County,Mississippi,3660,4,3.5,3,74.5,68.5,114,397,233,264,3649,78.5,9.7,0.4,10.4,0,0,1.1,16.52857143,0,0,0,0
2803750,Prentiss County School District,Prentiss County,Mississippi,3750,4,4.5,4.2,93,26.5,50,397,233,264,2422,92.6,3.8,0.2,0.6,0,0,2.8,12.95,0,0,0,0
2804050,South Panola School District,Panola County,Mississippi,4050,4,3,3,116.5,80,108.5,397,233,264,4373,39.5,55.7,0.3,2,0,0,2.4,15.71666667,0,0,0,0
2910410,Crawford County R-2 School District,Crawford County,Missouri,10410,4,1,3,310,311,263,1039,419,555,1394,93.8,0.9,0.2,3.9,0.1,0.1,1,12.7,0,0,0,0
2910410,Crawford County R-2 School District,Gasconade County,Missouri,10410,4,1,3,310,311,263,1039,419,555,1394,93.8,0.9,0.2,3.9,0.1,0.1,1,12.7,0,0,0,0
2919410,Macon County R-I School District,Macon County,Missouri,19410,4,4,3,289,106,225,1039,419,555,1324,86.5,5,1.1,2,0.3,0.1,5.1,14.03333333,0,0,0,0
2919410,Macon County R-I School District,Randolph County,Missouri,19410,4,4,3,289,106,225,1039,419,555,1324,86.5,5,1.1,2,0.3,0.1,5.1,14.03333333,0,0,0,0
2919980,Mansfield R-IV School District,Douglas County,Missouri,19980,4,2,5,183,249,27,1039,419,555,652,98,0.2,0.5,0.2,0,0.2,1.1,12.33333333,0,0,0,0
2919980,Mansfield R-IV School District,Wright County,Missouri,19980,4,2,5,183,249,27,1039,419,555,652,98,0.2,0.5,0.2,0,0.2,1.1,12.33333333,0,0,0,0
2929880,Sweet Springs R-VII School District,Johnson County,Missouri,29880,4,4,1,117,117,420,1039,419,555,422,97.4,1.4,0.2,0.7,0,0.2,0,11.6,0,0,0,0
2929880,Sweet Springs R-VII School District,Pettis County,Missouri,29880,4,4,1,117,117,420,1039,419,555,422,97.4,1.4,0.2,0.7,0,0.2,0,11.6,0,0,0,0
2929880,Sweet Springs R-VII School District,Saline County,Missouri,29880,4,4,1,117,117,420,1039,419,555,422,97.4,1.4,0.2,0.7,0,0.2,0,11.6,0,0,0,0
3173290,Malcolm Public Schools,Lancaster County,Nebraska,73290,4,2,5,68,121,5,452,217,247,556,93,0.4,1.1,4.1,0.2,0.2,1.1,14,0,0,0,0
3173290,Malcolm Public Schools,Seward County,Nebraska,73290,4,2,5,68,121,5,452,217,247,556,93,0.4,1.1,4.1,0.2,0.2,1.1,14,0,0,0,0
3304960,Moultonborough School District,Carroll County,New Hampshire,4960,4,2,,71,41,,233,71,,497,95.2,0.6,0.6,2.2,0,0.2,1.2,8.233333333,0,0,0,0
3305280,Newmarket School District,Rockingham County,New Hampshire,5280,4,3,3,63,23,62,233,71,128,1046,84.4,1.5,5.6,4.1,0.1,0.1,4.1,11.43333333,0,0,0,0
3410140,Midland Park Borough School District,Bergen County,New Jersey,10140,4,4,3,231,108,218,1353,415,716,938,81.4,0.6,3.3,12.7,0,0.1,1.8,9.233333333,0,0,0,0
3416860,Waldwick Borough School District,Bergen County,New Jersey,16860,4,3,3,282.5,143,223,1353,415,716,1579,76.6,1.7,6.2,13.3,0,0.1,2.2,10.8,0,0,0,0
3500090,Animas Public Schools,Hidalgo County,New Mexico,90,4,4,5,51,22,3,383,182,186,179,67.6,0,1.1,28.5,1.7,0.6,0.6,18.76666667,0,0,0,0
3500540,Cloudcroft Municipal Schools,Otero County,New Mexico,540,4,4,5,48,25,14,383,182,186,368,74.5,0.5,0.5,19.8,2.2,0.3,2.2,15.7,0,0,0,0
3818280,Thompson Public School District 61,Grand Forks County,North Dakota,18280,4,5,,51,4,,202,52,,525,96.8,1.1,0.4,0.4,0.8,0.2,0.4,13.4,0,0,0,0
3904519,Amherst Exempted Village School District,Lorain County,Ohio,4519,4,4,5,350,162,88,1676,836,1050,3625,81.6,2.3,1.2,12.1,0.2,0,2.5,19.025,0,0,0,0
3904761,Bright Local School District,Adams County,Ohio,4761,4,2,3,329,488,521,1676,836,1050,695,96.4,0.7,0,0.7,0.3,0.1,1.7,18.5,0,0,0,0
3904761,Bright Local School District,Highland County,Ohio,4761,4,2,3,329,488,521,1676,836,1050,695,96.4,0.7,0,0.7,0.3,0.1,1.7,18.5,0,0,0,0
3910020,Clyde-Green Springs Exempted Village School Distri,Sandusky County,Ohio,10020,4,3,3,425,404,437,1676,836,1050,2200,84.9,1,0.2,10.6,0,0,3.3,15.55,0,0,0,0
3910020,Clyde-Green Springs Exempted Village School Distri,Seneca County,Ohio,10020,4,3,3,425,404,437,1676,836,1050,2200,84.9,1,0.2,10.6,0,0,3.3,15.55,0,0,0,0
3904655,Cuyahoga Heights Local School District,Cuyahoga County,Ohio,4655,4,5,5,223,19,20,1676,836,1050,758,90.6,2,1.8,3.6,0,0.1,1.8,14.63333333,0,0,0,0
3904883,East Muskingum Local School District,Guernsey County,Ohio,4883,4,3,3,362,325,385,1676,836,1050,2079,94.9,0.7,0.9,1.4,0,0,2,19.93333333,0,0,0,0
3904883,East Muskingum Local School District,Muskingum County,Ohio,4883,4,3,3,362,325,385,1676,836,1050,2079,94.9,0.7,0.9,1.4,0,0,2,19.93333333,0,0,0,0
3904392,East Palestine City School District,Columbiana County,Ohio,4392,4,2,3,476,535,420,1676,836,1050,1097,94.7,0.5,0.2,2.6,0.1,0.1,1.8,16.73333333,0,0,0,0
3904678,Edison Local (formerly Berlin-Milan) School Distri,Erie County,Ohio,4678,4,4,5,348,184,91,1676,836,1050,1544,89.3,0.7,0.2,6,0.4,0.1,3.3,17.56666667,0,0,0,0
3904678,Edison Local (formerly Berlin-Milan) School Distri,Huron County,Ohio,4678,4,4,5,348,184,91,1676,836,1050,1544,89.3,0.7,0.2,6,0.4,0.1,3.3,17.56666667,0,0,0,0
3904687,Fairfield Union Local School District,Fairfield County,Ohio,4687,4,3,3,498,349,433,1676,836,1050,1900,95.9,0.8,0.1,1.2,0,0.1,2,20.35,0,0,0,0
3904687,Fairfield Union Local School District,Hocking County,Ohio,4687,4,3,3,498,349,433,1676,836,1050,1900,95.9,0.8,0.1,1.2,0,0.1,2,20.35,0,0,0,0
